ID,Name,Status,Original German,Founding year,Founder,Linkedin-Account Founder,Legal Name,Legal form,Street,Postal code,City,Country,Register Number/ Company ID/ LEI,Segment,Subsegment,Bank Cooperation,Homepage,E-Mail,Insolvency,Liquidation,Date of inactivity,Local court,Former name
204,Socialfunders,1,1.0,2012.0,Stefan Funk; Stefan Pandorf; Stephanie Henn,https://www.linkedin.com/in/stefan-pandorf/; https://www.linkedin.com/in/stephanie-henn-57730970/,Particulate Solutions GmbH,GmbH,Universitätsstr. 3,56070,Koblenz,Germany,HRB 23180,Financing,Donation-based Crowdfunding,0,https://www.socialfunders.org/,info@socialfunders.org,0,0,,Koblenz,
205,sparksters,0,1.0,2015.0,,,Sparksters GmbH,GmbH,Neuwiese 2,86911,Dießen am Ammersee,Germany,HRB 28837,Financing,Reward-based Crowdfunding,0,,,0,1,2019-03-12 00:00:00,Augsburg,
206,spend4projects,1,1.0,2015.0,Förderverein für Rotary-Serviceprojekte e.V.,,Förderverein für Rotary-Serviceprojekte e.V.,e.V.,Kreuzstraße 34,40210,Düsseldorf,Germany,,Financing,Donation-based Crowdfunding,0,www.spend4projects.org,hasse@spend4projects.org,0,0,,Düsseldorf,
207,Spieleschmiede,1,1.0,2002.0,Frank Noack; Robert Letsch,https://www.linkedin.com/in/robert-letsch-6a0267213/,Happyshops GmbH,GmbH,Schokholtzstr. 6,06217,Merseburg,Germany,HRB 22329,Financing,Reward-based Crowdfunding,0,https://www.spiele-offensive.de/spieleschmiede,service@happyshops.com,0,0,,Stendal,
208,sponsort,1,1.0,2015.0,Marco Müller; Corinna Pape,https://www.linkedin.com/in/corinnapape/,SPONSORT e.V. ,e.V.,In der Neckarhelle 75/2,69118,Heidelberg,Germany,VR 701514,Financing,Donation-based Crowdfunding,1,https://sponsort.de/home,info@sponsort.de,0,0,,Mannheim,
209,Spotcap,1,1.0,2014.0,Jens Woloszczak; Toby Triebel,https://www.linkedin.com/in/jenswoloszczak/; https://www.linkedin.com/in/tobytriebel/,Spotcap Global Services GmbH,GmbH,Stralauer Allee 4,10245,Berlin,Germany,HRB 156871 B,Financing,Credit and Factoring,0,https://www.spotcap.com/,info@spotcap.com ,0,0,,Berlin (Charlottenburg),
210,Startnext,1,1.0,2010.0,Denis Bartelt; Tino Kreßner,https://www.linkedin.com/in/denis-bartelt-03065b48/; https://www.linkedin.com/in/tinokressner/,Startnext Crowdfunding GmbH,GmbH,Grundstraße 1,01326,Dresden,Germany,HRB 29328,Financing,Reward-based Crowdfunding,1,https://www.startnext.com/,info@startnext.com,0,0,,Dresden,
211,steady,1,1.0,2017.0,Sebastian Esser; Dirk Holzapfel; Philipp Schwörbel; Gabriel Yoran,https://www.linkedin.com/in/sebastian-esser-89879a66/; https://www.linkedin.com/in/dirkholzapfel/; https://www.linkedin.com/in/schwoerbel/; https://www.linkedin.com/in/gabrielyoran/,Steady Media GmbH,GmbH,Schönhauser Allee 36,10435,Berlin,Germany,HRB 176276 B,Financing,Reward-based Crowdfunding,0,https://steadyhq.com/de,info@steadyHQ.co,0,0,,Berlin (Charlottenburg),
212,Taulia,1,0.0,2009.0,Bertram Meyer; Markus Ament; Martin Quensel; Philip Stehlik,https://www.linkedin.com/in/bertram-meyer-207220/; https://www.linkedin.com/in/ament/; https://de.linkedin.com/in/martinquensel; https://www.linkedin.com/in/pstehlik/,Taulia GmbH,GmbH,Gladbacher Strasse 74,40219,Düsseldorf,Germany,HRB 66074,Financing,Credit and Factoring,1,https://taulia.com,info@taulia.com,0,0,,Düsseldorf,
213,TodayCapital,1,1.0,2016.0,Harald Ebels,https://www.linkedin.com/in/harald-ebels-15778113/,Immobilien GmbH & Co. KG,GmbH & Co. KG,Omperter Weg 56,41748,Viersen,Germany,HRA 6491,Financing,Crowdlending,0,https://today-capital.de/,arasteh@todaycapital.de,0,0,,Mönchengladbach,
214,tradico,1,0.0,2015.0,Mario Springer; Manuel Hehle,https://www.linkedin.com/in/mariospringer/; https://www.linkedin.com/in/manuel-hehle-ab3909103/,tradico GmbH,GmbH,Dingolfingerstraße 15,81673,München,Germany,HRB 220352,Financing,Credit and Factoring,1,https://www.tradi.co/,info@tradi.co,0,0,,München,
215,TrustBills,1,1.0,2015.0,Jörg Hoerster,https://www.linkedin.com/in/joerg-hoerster-491857a/,TrustBills Marketplace GmbH,GmbH,Große Elbstraße 86,22767,Hamburg,Germany,HRB 145 996,Financing,Credit and Factoring,1,https://trustbills.com/de,meet@trustbills.com,1,0,,Hamburg,
216,UFM Startkapital Online,0,1.0,2012.0,Unternehmerforum für den Mittelstand e.V.,,Unternehmerforum für den Mittelstand e.V.,e.V.,Schießstättstr. 16,82304,Starnberg,Germany,VR 1271,Financing,Crowdinvesting,0,,,0,0,,0,
217,Ulule,1,0.0,2010.0,Alexandre Boucherot; Thomas Grange,https://www.linkedin.com/in/alexandreboucherot/; https://www.linkedin.com/in/thomasgrange/,ULULE SAS,SAS,8 Rue Saint-Fiacre,75002,Paris,France,794 710 830,Financing,Reward-based Crowdfunding,0,https://de.ulule.com/,alex@ulule.com,0,0,,0,
218,United Equity,0,1.0,2012.0,Raphael Otten; Adrian Porger,https://www.linkedin.com/in/raphaelotten/; https://www.linkedin.com/in/adrian-porger-1889ba29/,United Equity GmbH,GmbH,Hansaring 119,50670,Köln,Germany,HRB 73984,Financing,Crowdinvesting,0,,,1,0,,Köln,
219,Universso,1,1.0,2013.0,,,UNIVERSSO Germany UG,UG,Am Grohberg 1,65307,Bad Schwalbach,Germany,HRB 27135,Financing,Crowdinvesting,0,http://www.universso.com/,info@universso.com,0,0,,Wiesbaden,
220,vAI,1,1.0,2017.0,Garry Krugljakow,https://www.linkedin.com/in/garryk/,VAI Trade GmbH,GmbH,Brunnenstr. 39,10115,Berlin,Germany,HRB 184440B,Financing,Credit and Factoring,0,https://www.vaitrade.de/de,info@vaitrade.de,0,0,,Berlin (Charlottenburg),
221,vaidoo,1,1.0,,,,,,Dolberger Straße 59,59229,Ahlen,Germany,,Financing,Credit and Factoring,0,https://vaidoo.de/,info@vaidoo.de,0,0,,0,
222,VerleiheFlügel!,1,1.0,2017.0,,,VerleiheFluegel! gUG,gUG,Ingolstaedterstrasse 13,80807,München,Germany,HRB 219399,Financing,Donation-based Crowdfunding,0,https://www.verleihefluegel.org/?lang=de,info@verleihefluegel.org,0,0,,München,
223,Vestinas,1,1.0,2017.0,Doric Gruppe,,Vestinas GmbH,GmbH,Berliner Straße 114 - 116,63065,Offenbach am Main ,Germany,HRB 49773,Financing,Crowdlending,0,https://www.vestinas.com/,service@vestinas.com,0,0,,Offenbach am Main,
224,Viele Schaffen Mehr,1,1.0,2014.0,Bundesverbands der Deutschen Volksbanken und Raiffeisenbanken e.V.,,Bundesverband der Deutschen Volksbanken und Raiffeisenbanken e.V.,e.V.,Schellingstraße 4,10785,Bonn,Germany,VR 20563NZ,Financing,Donation-based Crowdfunding,1,https://www.vr.de/privatkunden/was-wir-anders-machen/engagement/crowdfunding.html,info@bvr.de,0,0,,Berlin (Charlottenburg),
225,VisionBakery,1,1.0,2010.0,Stephan Popp; Lars Kosubek,https://www.linkedin.com/in/stephanpopp/; https://www.linkedin.com/in/lars-kosubek/,Vision2020 Holding UG,UG,Peterssteinweg 14,04107,Leipzig,Germany,HRB 26672,Financing,Reward-based Crowdfunding,0,http://www.visionbakery.com/,support@visionbakery.com,0,0,,Leipzig,
226,VR Crowd,1,1.0,2018.0,CrowdDesk GmbH; Bundesverbands der Deutschen Volksbanken und Raiffeisenbanken e.V.,,VR Crowdinvest Service GmbH,GmbH,Baseler Str. 10,60329,Frankfurt am Main,Germany,HRB 111835,Financing,Crowdinvesting,1,http://www.vr-crowd.de/,kontakt@vr-crowd.de,0,0,,Frankfurt am Main,
227,Welcome Investment,0,1.0,2014.0,Jörn Kunst; Michael Urbanski,https://www.linkedin.com/in/michaelurbanski/,Spreesurfer GmbH,GmbH,Karl-Heinrich-Ulrichs-Straße 9,10787,Berlin,Germany,HRB 154549 B,Financing,Crowdinvesting,0,,,0,0,,Berlin (Charlottenburg),
228,wemakeit,1,0.0,2012.0,Johannes Gees,https://www.linkedin.com/in/wemakeit/,wemakeit.ch GmbH,GmbH,Schöneggstrasse 5,8004,Zürich,Switzerland,,Financing,Reward-based Crowdfunding,0,https://wemakeit.com/,hello@wemakeit.com,0,0,,0,
229,writethatdown,0,1.0,2015.0,Philipp Schworbel; Sebastian Esser,https://www.linkedin.com/in/schwoerbel; https://www.linkedin.com/in/sebastian-esser-89879a66/,Krautreporter GmbH,GmbH,Pohlstr. 48,10785,Berlin,Germany,HRB 147236 B,Financing,Reward-based Crowdfunding,0,,,0,1,2016-09-20 00:00:00,Berlin (Charlottenburg),
230,xpresscredit,1,0.0,,,,Ferratum Bank p.l.c,p.l.c.,ST Business Centre 120,1027,Gzira,Malta,213800SGT5S6EKUW2987,Financing,Credit and Factoring,0,https://www.ferratum.de,service.de@ferratumbank.com,0,0,,0,
231,Crowd4climate,1,0.0,2015.0,Österreichisches Klimaschutzministerium;  Energy Changes Projektentwicklung GmbH,,crowd4projects GmbH Zweigniederlassung Deutschland,GmbH,Baseler Straße 10,60329,Frankfurt am Main,Germany,HRB 105714,Financing,Crowdinvesting,0,https://www.crowd4climate.org/,kontakt@crowd4climate.org,0,0,,Frankfurt am Main,
232,Crowdinvest,1,1.0,2019.0,Crowdfunding Informationsportal crowdfunding.de,,Crowdinvest Insight GmbH,GmbH,Rheinsberger Straße 76/77,10115,Berlin,Germany,HRB 205462,Financing,Crowdinvesting,0,https://www.crowdinvest.de/,info@crowdinvest.de,0,0,,Berlin (Charlottenburg),
233,Planethome Investment,1,1.0,2019.0,Frank W. Kewitz; Philip Moffat,https://www.linkedin.com/in/frank-w-kewitz-1828619b/,Planethome Investment AG,AG,Uhlandstraße 175,10719,Berlin,Germany,HRB 239061 B,Financing,Crowdlending,1,https://www.planethome-invest.com/de/,info@planethome-invest.com,0,0,,Berlin (Charlottenburg),
234,Twino,1,0.0,2009.0,Armands Broks,https://www.linkedin.com/in/armandsbroks/,SIA TWINO ,SIA,Mūkusalas iela 41,LV-1004,Riga,Latvia,40103919184,Financing,Crowdlending,0,https://www.twino.eu/de/,info@twino.eu,0,0,,0,
235,Viainvest,1,0.0,2016.0,,,VIAINVEST ,,13 January street 3,LV-1050,Riga,Latvia,40203015744,Financing,Crowdlending,1,https://viainvest.com/de,info@viainvest.com,0,0,,0,
236,ViVentor,1,0.0,2015.0,,,ViVentor LLC,LLC,Audeju 14-3,LV-1050,Riga,Latvia,40103920304 ,Financing,Crowdlending,0,https://www.viventor.com/de/,info@viventor.com,0,0,,0,
237,Uplift1,1,1.0,2019.0,Ariyan Seyed Nassir,https://www.linkedin.com/in/ariyanseyednassir/,Uplift1 GmbH,GmbH,Rheinsberger Straße 76/77,10115,Berlin,Germany,HRB 212 139 B,Financing,Credit and Factoring,0,https://www.uplift1.com/,team@uplift1.com,0,0,,Berlin (Charlottenburg),
238,Bloxxter,1,1.0,2019.0,Marc Drießen,https://www.linkedin.com/in/marc-drie%C3%9Fen/,Bloxxter 1 GmbH,GmbH,Geibelstraße 46b,22303,Hamburg,Germany,HRB 159129,Financing,Crowdinvesting,0,https://bloxxter.com,info@bloxxter.com,0,0,,Hamburg,
239,Exaloan,1,1.0,2019.0,Luca Andre Frignani; Ruchali Dodderi,https://www.linkedin.com/in/luca-andre-frignani/; https://www.linkedin.com/in/ruchali-dodderi-ab148814/details/experience/,Exaloan AG,AG,Moselstrasse 27,60329,Frankfurt am Main,Germany,HRB 115711,Financing,Crowdlending,0,https://www.exaloan.com/,info@exaloan.com,0,0,,Frankfurt am Main,
240,StartMark,1,1.0,2019.0,"Guido Stefan, Frank Schmidt",https://www.linkedin.com/in/guido-stefan-p-3b9850182/; https://www.linkedin.com/in/frank-schmidt-0832aa86/,StartMark GmbH,GmbH,Heinrichstr. 155,40239,Düsseldorf,Germany,HRB 85090,Financing,Crowdinvesting,0,https://www.startmark.de/,info@startmark.de,0,0,,Düsseldorf,
241,TraFinScout,1,1.0,2019.0,Eckhard Creutzburg; Christian Etzel; Joachim Reinhardt; Michael Vander,https://www.linkedin.com/in/eckhard-creutzburg-108913128/; https://www.linkedin.com/in/christian-etzel-35193412/; https://www.linkedin.com/in/joachim-reinhardt-4640151/; https://www.linkedin.com/in/michaelvander/,TraFinScout GmbH,GmbH,Solmsstr. 4,60486,Frankfurt am Main,Germany,HRB 114419,Financing,Credit and Factoring,1,https://trafinscout.com/,info@trafinscout.com,0,0,,Frankfurt am Main,
242,SmartAid,1,1.0,2020.0,Datarella GmbH; YOU Stiftung,,Datarella GmbH,GmbH,Oskar-von-Miller-Ring 36,80333,München,Germany,HRB 207851,Financing,Donation-based Crowdfunding,0,https://smartaid.digital/,info@datarella.com,0,0,,München,
243,Capveriant,1,1.0,2017.0,Deutsche Pfandbriefbank AG,,CAPVERIANT GmbH,GmbH,Parkring 28,85748,Garching,Germany,HRB 237539,Financing,Crowdlending,1,https://www.capveriant.com,clientservice@capveriant.com,0,0,,Garching,
244,Flexvelop,1,1.0,2018.0,Dr. Hans-Christian Stockfisch,https://www.linkedin.com/in/drstockfisch/,Flexvelop GmbH,GmbH,Elbchaussee 267A,22605,Hamburg,Germany,HRB 151813,Financing,Credit and Factoring,0,https://www.flexvelop.com/,,0,0,,Hamburg,
245,Modifi,1,1.0,2018.0,Nelson Holzner; Sven Brauer; Jan Wehrs,https://www.linkedin.com/in/nelson-holzner-46665623/; https://www.linkedin.com/in/sven-brauer/; https://www.linkedin.com/in/jan-wehrs-%F0%9F%87%BA%F0%9F%87%A6-68ba33126/,MODIFI GmbH,GmbH,Belziger Str. 33,10823,Berlin,Germany,HRB 193573 B,Financing,Credit and Factoring,0,https://www.modifi.com,hello@modifi.com,0,0,,Berlin (Charlottenburg),
246,quickpaid,1,1.0,2018.0,Thorsten Klindworth,https://www.linkedin.com/in/thorstenklindworth/,A.B.S. Global Factoring AG,AG,Mainzer Straße 97,65789,Wiesbaden,Germany,HRB 1026 8,Financing,Credit and Factoring,0,https://www.quickpaid.com,info@abs-ag.com,0,0,,Wiesbaden,
247,C2FO,1,1.0,2017.0,Alexander (Sandy) Kemper,https://www.linkedin.com/in/alexander-sandy-kemper-b2366812/,C2FO Deutschland GmbH,GmbH,Thurn-und-Taxis-Platz 6,60313,Frankfurt am Main,Germany,HRB 109297,Financing,Credit and Factoring,0,https://c2fo.com/de,info@c2fo.com,0,0,,Frankfurt am Main,
248,Linus,1,1.0,2016.0,David Neuhoff,https://www.linkedin.com/in/david-neuhoff-888775132/,Linus GmbH,GmbH,Alexanderstraße 7,10178,Berlin,Germany,HRB 181026 B,Financing,Crowdlending,1,https://www.linus-finance.com/,info@linus-finance.com,0,0,,Berlin (Charlottenburg),
249,Neufund,0,0.0,2016.0,Zoe Adamovicz; Marcin Rudolf,https://www.linkedin.com/in/zoeadamovicz/; https://www.linkedin.com/in/marcinrudolf/,Fifth Force (Liechtenstein) GmbH,GmbH,Dr. Grass-Strasse 12,9490,Vaduz,Liechtenstein,L-0002.609.744-9,Financing,Crowdinvesting,1,https://neufund.org,hello@neufund.org,0,0,2022-01-17 00:00:00,0,
250,Rechnung.de,1,1.0,2014.0,aifinyo AG,,aifinyo AG,AG,Tiergartenstraße 8,01219,Dresden,Germany,HRB 33223,Financing,Credit and Factoring,1,https://www.rechnung.de,info@aifinyo.de,0,0,,Dresden,
251,exchangeBA,1,1.0,2005.0,Dr. Jochen Haller; Thomas Henrich,https://www.linkedin.com/in/jochenhaller/; https://www.linkedin.com/in/thomashenrich/,exchangeBA Aktiengesellschaft,AG,Benrather Str. 11,40213,Düsseldorf,Germany,HRB 78781,Financing,Crowdinvesting,0,http://www.exchangeba.com,info@exchangeba.com,0,0,,Düsseldorf,
252,Crowdrange,0,1.0,2013.0,Philipp Dunkerbeck; Nikdad Nasseh,https://www.linkedin.com/in/philipp-dunkerbeck-7aa0b587/; https://www.linkedin.com/in/nasseh/,Crowdrange AG,AG,Graf-Recke-Straße 231,40235,Düsseldorf,Germany,HRB 68454,Financing,Crowdinvesting,0,,,0,0,,Düsseldorf,
253,Immorocks,1,1.0,2016.0,,,immorocks GmbH,GmbH,Oberlindau 3,60323,Frankfurt am Main,Germany,HRB 99959 ,Financing,Crowdinvesting,0,https://www.immorocks.com,service@immorocks.com,0,0,,Frankfurt am Main,
254,wiwin,1,1.0,2011.0,Matthias Willenbacher,https://www.linkedin.com/in/matthias-willenbacher-86017198/,wiwin GmbH & Co. KG,GmbH & Co. KG,Schneebergerhof 14,67813,Gerbach,Germany,HRA 32940,Financing,Crowdlending,0,https://www.wiwin.de/,info@wiwin.de,0,0,,Kaiserslautern,
255,FinList,1,1.0,2021.0,Sandra Olschewski; Florian Hollm,https://www.linkedin.com/in/sandra-olschewski-29686a8a/; https://www.linkedin.com/in/florianhollm/,FinList GmbH,GmbH,Wilhelm-Külz-Straße 25,16540,Hohen Neuendorf,Germany,HRB 13335 NP,Financing,Search Engines and Comparison Sites,0,https://www.finlist.de/,https://www.finlist.de/contact,0,0,,Neuruppin,
256,Fintiba,1,1.0,2016.0,Christian Becker,https://www.linkedin.com/in/cbecker93/,Fintiba GmbH,GmbH,Baseler Straße 35-37,60329,Frankfurt am Main,Germany,HRB 106751,Other FinTechs,Insurance,0,https://www.fintiba.com/,info@fintiba.com,0,0,,Frankfurt am Main,
257,Easy Insurance,1,1.0,2015.0,Andreas Maile; Marc Tecklenburg,https://www.linkedin.com/in/andreas-maile-07213a18/; https://www.linkedin.com/in/marc-tecklenburg-26751794/,Easy Insurance GmbH,GmbH,Felix-Wankel-Straße 10,60314,Frankfurt am Main,Germany,HRB 103095,Other FinTechs,Insurance,1,https://easy.eu,info@easy.eu,0,0,,Frankfurt am Main,
258,Vorsorge Kampagne,1,1.0,2012.0,David Zahn; Alexander Herbert,,i-finance GmbH,GmbH,Beichstr. 5,80802,München,Germany,HRB 193511,Other FinTechs,Insurance,0,https://vorsorgekampagne.de/,service@vorsorgekampagne.de,0,0,,München,
259,Freeyou,1,1.0,2018.0,Philip Knott,https://www.linkedin.com/in/philip-knott-0291bb153/,freeyou AG,AG,Kolumbastr. 3,50667,Köln,Germany,HRB 35879,Other FinTechs,Insurance,0,https://www.freeyou.ag,info@freeyou.ag,0,0,,Köln,
260,feather,1,1.0,2018.0,Vincent Audoire; Robert Schumacher,https://www.linkedin.com/in/vaudoire/; https://www.linkedin.com/in/drrobertschumacher/,Popsure Deutschland GmbH,GmbH,"Factory Görlitzer Park
Lohmühlenstraße 65",12435,Berlin,Germany,HRB 202202,Other FinTechs,Insurance,0,https://feather-insurance.com/,hello@feather-insurance.com,0,0,,Berlin (Charlottenburg),
261,Insurninja,1,1.0,2018.0,Tim Schlawinsky,https://www.linkedin.com/in/timheckhausen/,insurninja GmbH,GmbH,Breite Str. 6-8,30159,Hannover,Germany,HRB 85922,Other FinTechs,Insurance,0,https://insurninja.com/,dojo@insurninja.com,0,0,,Hannover,
262,Adam Riese,1,1.0,2017.0,Wüstenrot & Württembergische AG,,Adam Riese GmbH,GmbH,Presselstr. 10,70191,Stuttgart,Germany,HRB 760617,Other FinTechs,Insurance,1,https://www.adam-riese.de/,service@adam-riese.de,0,0,,Stuttgart,
263,Finlex,1,1.0,2015.0,Christian Reddig,https://www.linkedin.com/in/christian-reddig-140773ba/,FINLEX GmbH,GmbH,Ludwigstr. 33-37,60327,Frankfurt am Main,Germany,HRB 102501,Other FinTechs,Insurance,0,https://finlex.de/,info@finlex.de,0,0,,Frankfurt am Main,
264,helden.de,1,1.0,2015.0,Kann Schmidt; Stefan Herbst,https://www.linkedin.com/in/stefan-herbst-66a557108/,Insurance Hero GmbH,GmbH,Heidenkampsweg 81,20097,Hamburg,Germany,HRB 139747,Other FinTechs,Insurance,0,https://helden.de/,help@helden.de,0,0,,Hamburg,
265,simplesurance,1,1.0,2012.0,Robin von Hein,https://www.linkedin.com/in/robin-von-hein-4151965a/,simplesurance GmbH,GmbH,Hallesches Ufer 60,10963,Berlin,Germany,HRB 142163 B,Other FinTechs,Insurance,0,http://www.simplesurance-group.com/,info@simplesurance.com,0,0,,Berlin (Charlottenburg),
266,assona,1,1.0,2003.0,Jamba AG,,assona GmbH,GmbH,Lorenzweg 5,12099,Berlin,Germany,HRB 87194,Other FinTechs,Insurance,0,https://www.assona.com/,info@assona.de,0,0,,Berlin (Charlottenburg),
267,Versicherungsakte,1,1.0,2011.0,Holger Heckmann,https://www.linkedin.com/in/holger-heckmann-602818148/,Versicherungsakte GmbH,GmbH,Im Paradies 7a,63667,Nidda,Germany,HRB 7307,Other FinTechs,Insurance,0,https://www.versicherungsakte.de/,post@versicherungsakte.de,0,0,,Nidda,
268,Claimsforce,1,1.0,2018.0,Dr. Nils Mahlow; Bastian Schweitzer,https://www.linkedin.com/in/nils-m-bb219850/; https://www.linkedin.com/in/bastian-ebel-799321140/,claimsforce GmbH,GmbH,Am Sandtorkai 23/24,20457,Hamburg,Germany,HRB 152119,Other FinTechs,Insurance,0,https://www.claimsforce.com/,,0,0,,Hamburg,
269,Hawk AI,1,1.0,2018.0,Tobias Schweiger; Wolfgang Berner,https://www.linkedin.com/in/schweiger/; https://www.linkedin.com/in/wolfgang-berner-096bb34/,Hawk AI GmbH,GmbH,Dingolfinger Str. 15,81673,München,Germany,HRB 243598,Other FinTechs,"Technology, IT and Infrastructure",0,https://hawk.ai,info@hawk.ai,0,0,,München,
270,Ico-Lux,1,1.0,2018.0,Jan Franke; Stefan Brechtken; Lars Winterfeld,https://www.linkedin.com/in/jan-franke-66306b202/; https://www.linkedin.com/in/lars-winterfeld-0781a71a4/,ICO-LUX GmbH,GmbH,Hans-Knöll-Str. 6,07745,Jena,Germany,HRB 514767,Other FinTechs,"Technology, IT and Infrastructure",0,https://ico-lux.de/,info@ico-lux.de,0,0,,Jena,
271,iubel,1,1.0,2017.0,Dr. Niclas Stemplewski; Dr.Jan Stemplewski,https://www.linkedin.com/in/niclas-stemplewski/; https://www.linkedin.com/in/janstemplewski/,Claim Solutions GmbH,GmbH,Gefionstraße 14,22769,Hamburg,Germany,HRB 151056,Other FinTechs,Insurance,0,https://iubel.de/,mail@iubel.com,0,0,,Hamburg,
272,receeve,1,1.0,2019.0,Paul Jozefak; Michael Backes,https://www.linkedin.com/in/pauljozefak/; https://www.linkedin.com/in/michaelbackes/,Receeve GmbH,GmbH,Versmannstr. 4,20457,Hamburg,Germany,HRB 155729,Other FinTechs,"Technology, IT and Infrastructure",0,https://receeve.com/,info@receeve.com,0,0,,Hamburg,
273,Ride,1,1.0,2018.0,Christine Kiefer; Felix Schulte,https://www.linkedin.com/in/christinekiefer/; https://www.linkedin.com/in/felixschulte/,RIDE GmbH,GmbH,Gubenerstr. 43,10243,Berlin,Germany,HRB 207634 B,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.ride.capital,kontakt@ride.capital,0,0,,Berlin (Charlottenburg),
274,Tech11,1,1.0,2018.0,Pierre Dubosq; Matthias Reining,https://www.linkedin.com/in/pierre-dubosq-504a3117/; https://www.linkedin.com/in/matthiasreining/,tech 11 GmbH,GmbH,Gneisenaustraße 11,97074,Würzburg,Germany,HRB 14117,Other FinTechs,"Technology, IT and Infrastructure",0,https://tech11.com/de/,mail@tech11.com,0,0,,Würzburg,
275,aazzur,1,0.0,2017.0,Martin Damaske; Philipp Buschmann; Richard Unger,https://www.linkedin.com/in/martin-damaske-b5b5117/; https://www.linkedin.com/in/philippbuschmann/; https://www.linkedin.com/in/richard-unger/,AAZZUR GmbH,GmbH,Hardenbergstraße 32,10623,Berlin,Germany,GB363727186,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.aazzur.com,contact@aazzur.com,0,0,,Berlin (Charlottenburg),
276,Emil,1,1.0,2017.0,Bastian Knutzen,https://www.linkedin.com/in/bknutzen/,EMIL Group GmbH,GmbH,Ackerstraße 29,10115,Berlin,Germany,HRB 181271 B,Other FinTechs,Insurance,0,https://emil.de/,kontakt@emil.de,0,0,,Berlin (Charlottenburg),
277,Faire Regulierung,1,1.0,2017.0,Jörg Schädlich,https://www.linkedin.com/in/j%C3%B6rg-sch%C3%A4dlich/,faire-Regulierung-System GmbH,GmbH,Kohlenstraße 2,4107,Leipzig,Germany,HRB 35813,Other FinTechs,Insurance,0,https://www.faire-regulierung.de/,kontakt@faire-regulierung.de,0,0,,Leipzig,
278,mailo,1,1.0,2017.0, Armin Molla; Sten Nahrgang; Dr. Matthias Uebing,https://www.linkedin.com/in/armin-molla-a433b933/; https://www.linkedin.com/in/sten-nahrgang/; https://www.linkedin.com/in/muebing/,mailo Versicherung AG,AG,Riehler Straße 1,50668,Köln,Germany,HRB 92881,Other FinTechs,Insurance,1,https://mailo.ag/,info@mailo.de,0,0,,Köln,
279,Neodigital,1,1.0,2017.0,Dirk Wittling; Stephen Voss,https://www.linkedin.com/in/dirk-wittling-711177165/; https://www.linkedin.com/in/stephen-voss-712b107/,Neodigital Versicherung AG,AG,Untere Bliesstr. 13-15,66538,Neunkirchen,Germany,HRB 103769,Other FinTechs,Insurance,1,https://neodigital.de/, info@neodigital.de,0,0,,Neunkirchen,
280,Reportix,1,1.0,2017.0,Dennis Münkle; Dr. Federico Cavalieri,https://www.linkedin.com/in/dennismuenkle/; https://www.linkedin.com/in/fcavalieri/,Reportix GmbH,GmbH,Seckenheimer Str. 63,68165,Mannheim,Germany,HRB 728702,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.reportix.com/,hello@reportix.com,0,0,,Mannheim,
281,Smart InsurTech,1,1.0,2017.0,Hypoport AG,,Smart InsurTech AG,AG,Heidestrasse 8,10557,Berlin,Germany,HRB 200842 B,Other FinTechs,Insurance,1,www.smartinsurtech.de,info@smartinsurtech.de,0,0,,Berlin (Charlottenburg),
282,Syncier,1,1.0,2017.0,Allianz Technology SE,,Syncier GmbH,GmbH,Königinstrasse 28,80802,München,Germany,HRB 234919,Other FinTechs,Insurance,1,https://syncier.com/,info@syncier.com,0,0,,München,
283,yourshur,1,1.0,2017.0,Hypoport AG,,Smart InsurTech AG,AG,Heidestrasse 8,10557,Berlin,Germany,HRB 200842 B,Other FinTechs,Insurance,1,https://www.yourshur.de/,info@smartinsurtech.de,0,0,,Berlin (Charlottenburg),
284,Unfallhelden,1,1.0,2014.0,Marc-Oliver Eckart; Christopher Eckart; Sebastian Wemhöner,https://www.linkedin.com/in/sebastian-wemhoener-028136152/,Parqon Claims Services GmbH,GmbH,Widenmayerstraße 48,80538,München,Germany,HRB 101701,Other FinTechs,Insurance,0,https://www.unfallhelden.de,Service@UNFALLHELDEN.de,0,0,,München,
285,Bike-ID,1,1.0,2015.0,Risto Klausen; Meeri Klausen,https://www.linkedin.com/in/risto-k-b4926a9b/; https://www.linkedin.com/in/meeri-savolainen-b5a85b25/,INZMO GmbH,GmbH,Charlottenstrasse 2,10969,Berlin,Germany,HRB 170515 B,Other FinTechs,Insurance,0,https://www.bike-id.eu/,info@bike-id.eu,0,0,,Berlin (Charlottenburg),
286,Inzmo,1,1.0,2015.0,Esten Meeri Rebane; Risto Klausen,https://www.linkedin.com/in/risto-k-b4926a9b/,INZMO Europe GmbH,GmbH,Ebertstrasse 2,10117,Berlin,Germany,HRB 199384 B,Other FinTechs,Insurance,0,https://inzmo.com/, info.de@inzmo.com,0,0,,Berlin (Charlottenburg),
